OK?,Trigger,Entity,Contains,String Before,String After,Existing Links,P(Entity -> Trigger),P(Trigger -> Entity),P(word -> Trigger)
TRUE,leopard,leopard - Wikidata (Q34706),1,0,0,5,0.8342541436,0.7504141358,0.3944050433
TRUE,jaguar,jaguar - Wikidata (Q35694),1,0,0,5,0.8974960876,0.2839108911,0.3377902885
TRUE,roar,roar - Wikidata (Q3177438),1,0,0,2,0.425,0.03275529865,0.02086049544
TRUE,ossification,ossification - Wikidata (Q1121544),1,0,0,1,0.3822629969,0.9842519685,0.334
TRUE,hyoid,hyoid bone - Wikidata (Q16332),1,0,0.5,4,0.2361516035,1,0.4690265487
TRUE,morphology,Morphology (biology) (Q183252),1,0,0,1,0.4984115778,0.6579683131,0.2213059196
TRUE,larynx,larynx - Wikidata (Q9637),1,0,0,2,0.8091697646,0.9790104948,0.4097056484
TRUE,panther,Panthera - Wikidata (Q127960),1,0,0.125,113,0.38647343,0.1609657948,0.2794636556
FALSE,panther,leopard - Wikidata (Q34706),0,1,1,5,0.0306936771,0.05030181087,0.2794636556
FALSE,panther,Black panther (Q207963),1,0.4615384615,0,2,0.3940774487,0.1740442656,0.2794636556
TRUE,India,India - Wikidata (Q668),1,0,0,1,0.9872697126,0.9397841794,0.2834393819
TRUE,species,species - Wikidata (Q7432),1,0,0,1,0.993637575,0.9952122779,0.1099907068
TRUE,ossified,ossification - Wikidata (Q1121544),0,1,1,1,0.3302752294,0.9908256881,0.2335025381
TRUE,Genetic,Genetics (Q7162),1,0,0.125,4,0.2587209302,0.8389031705,0.2425257732
TRUE,subfamily,family - Wikidata (Q35409),0,1,1,1,0.003431925943,0.05644262904,0.1536532352
TRUE,Uncia,Panthera uncia - Wikidata (Q30197),1,0.6428571429,0,8,0.01594896332,0.2857142857,0.3417721519
TRUE,uncia,Panthera uncia - Wikidata (Q30197),1,0.6428571429,0,8,0.01594896332,0.2857142857,0.1278195489
TRUE,felid,Felidae - Wikidata (Q25265),1,0,0.2857142857,1,0.1409395973,0.9921259843,0.3490566038
TRUE,pardus,leopard - Wikidata (Q34706),0,1,1,5,0.001227747084,0.06896551724,0.1527093596
TRUE,atrox,Panthera atrox - Wikidata (Q242358),1,0.6428571429,0,2,0.008333333333,0.07142857143,0.3501805054
TRUE,spelaea,Panthera leo spelaea (Q192492),1,0.65,0,5,0.006849315068,1,0.3529411765
TRUE,onca,jaguar - Wikidata (Q35694),0,1,1,5,0.0007824726135,0.5,0.3181818182
TRUE,related,Phylogenetic tree (Q242125),0,1,1,1,0.009242144177,0.07142857143,0.02531526254
TRUE,skulls,Skull (Q13147),0,1,1,1,0.01195652174,0.1447368421,0.04771044694
TRUE,genetic,Genetics (Q7162),1,0,0.125,4,0.2587209302,0.8389031705,0.1624649081
FALSE,form,Morphology (biology) (Q183252),0,1,1,1,0.003529827038,0.01831501832,0.0177461947
FALSE,East,East Africa - Wikidata (Q27407),1,0,0.6363636364,2,0.03928095872,0.02544200086,0.3417346785
TRUE,Oken,Lorenz Oken - Wikidata (Q61993),1,0.6363636364,0,1,0.4615384615,0.8571428571,0.2886297376
